GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_slave,total_indian,total_halfbreed,total_asian
G2801410,1860,Mississippi,280,Tishomingo,TISHOMINGO,Tishomingo,19159,9,4981,0,,
G2801430,1860,Mississippi,280,Tunica,TUNICA,Tunica,883,0,3483,0,,
G2801490,1860,Mississippi,280,Warren,WARREN,Warren,6896,37,13763,0,,
G2801510,1860,Mississippi,280,Washington,WASHINGTON,Washington,1212,0,14467,0,,
G2801530,1860,Mississippi,280,Wayne,WAYNE,Wayne,1744,0,1947,0,,
G2801570,1860,Mississippi,280,Wilkinson,WILKINSON,Wilkinson,2779,22,13132,0,,
G2801590,1860,Mississippi,280,Winston,WINSTON,Winston,5583,5,4223,0,,
G2801610,1860,Mississippi,280,Yalobusha,YALOBUSHA,Yalobusha,7415,6,9531,0,,
G2801630,1860,Mississippi,280,Yazoo,YAZOO,Yazoo,5657,0,16716,0,,
G2900010,1860,Missouri,290,Adair,ADAIR,Adair,8436,9,86,0,,
G2900030,1860,Missouri,290,Andrew,ANDREW,Andrew,10949,21,880,0,,
G2900050,1860,Missouri,290,Atchison,ATCHISON,Atchison,4578,12,59,0,,
G2900070,1860,Missouri,290,Audrain,AUDRAIN,Audrain,6909,0,1166,0,,
G2900090,1860,Missouri,290,Barry,BARRY,Barry,7738,10,247,0,,
G2900110,1860,Missouri,290,Barton,BARTON,Barton,1796,0,21,0,,
G2900130,1860,Missouri,290,Bates,BATES,Bates,6765,8,442,0,,
G2900150,1860,Missouri,290,Benton,BENTON,Benton,8460,13,599,0,,
G2900170,1860,Missouri,290,Bollinger,BOLLINGER,Bollinger,7126,0,245,0,,
G2900190,1860,Missouri,290,Boone,BOONE,Boone,14399,53,5034,0,,
G2900210,1860,Missouri,290,Buchanan,BUCHANAN,Buchanan,21799,51,2011,0,,
G2900230,1860,Missouri,290,Butler,BUTLER,Butler,2837,2,52,0,,
G2900250,1860,Missouri,290,Caldwell,CALDWELL,Caldwell,4810,2,222,0,,
G2900270,1860,Missouri,290,Callaway,CALLAWAY,Callaway,12895,31,4523,0,,
G2900290,1860,Missouri,290,Camden,CAMDEN,Camden,4769,0,206,0,,
G2900310,1860,Missouri,290,Cape Girardeau,CAPE GIRARDEAU,Cape Girardeau,13961,53,1533,0,,
G2900330,1860,Missouri,290,Carroll,CARROLL,Carroll,8692,3,1068,0,,
G2900350,1860,Missouri,290,Carter,CARTER,Carter,1200,15,20,0,,
G2900370,1860,Missouri,290,Cass,CASS,Cass,8781,3,1010,0,,
G2900390,1860,Missouri,290,Cedar,CEDAR,Cedar,6420,6,211,0,,
G2900410,1860,Missouri,290,Chariton,CHARITON,Chariton,9672,51,2839,0,,
G2900430,1860,Missouri,290,Christian,CHRISTIAN,Christian,5262,0,229,0,,
G2900450,1860,Missouri,290,Clark,CLARK,Clark,11216,13,455,0,,
G2900470,1860,Missouri,290,Clay,CLAY,Clay,9525,43,3455,0,,
G2900490,1860,Missouri,290,Clinton,CLINTON,Clinton,6685,19,1144,0,,
G2900510,1860,Missouri,290,Cole,COLE,Cole,8645,65,987,0,,
G2900530,1860,Missouri,290,Cooper,COOPER,Cooper,13528,28,3800,0,,
G2900550,1860,Missouri,290,Crawford,CRAWFORD,Crawford,5640,1,182,0,,
G2900570,1860,Missouri,290,Dade,DADE,Dade,6721,5,346,0,,
G2900590,1860,Missouri,290,Dallas,DALLAS,Dallas,5777,1,114,0,,
G2900610,1860,Missouri,290,Daviess,DAVIESS,Daviess,9248,0,358,0,,
G2900630,1860,Missouri,290,DeKalb,DEKALB,De Kalb,5081,6,137,0,,
G2900650,1860,Missouri,290,Dent,DENT,Dent,5498,0,156,0,,
G2900670,1860,Missouri,290,Douglas,DOUGLAS,Douglas,2414,0,0,0,,
G2900690,1860,Missouri,290,Dunklin,DUNKLIN,Dunklin,4855,0,171,0,,
G2900710,1860,Missouri,290,Franklin,FRANKLIN,Franklin,16465,19,1601,0,,
G2900730,1860,Missouri,290,Gasconade,GASCONADE,Gasconade,8641,9,76,1,,
G2900750,1860,Missouri,290,Gentry,GENTRY,Gentry,11862,0,118,0,,
G2900770,1860,Missouri,290,Greene,GREENE,Greene,11509,9,1668,0,,
G2900790,1860,Missouri,290,Grundy,GRUNDY,Grundy,7596,6,285,0,,
G2900810,1860,Missouri,290,Harrison,HARRISON,Harrison,10601,0,25,0,,
G2900830,1860,Missouri,290,Henry,HENRY,Henry,8620,1,1245,0,,
G2900850,1860,Missouri,290,Hickory,HICKORY,Hickory,4503,7,195,0,,
G2900870,1860,Missouri,290,Holt,HOLT,Holt,6241,0,309,0,,
G2900890,1860,Missouri,290,Howard,HOWARD,Howard,9986,74,5886,0,,
G2900910,1860,Missouri,290,Howell,HOWELL,Howell,3133,0,36,0,,
G2900930,1860,Missouri,290,Iron,IRON,Iron,5529,0,313,0,,
G2900950,1860,Missouri,290,Jackson,JACKSON,Jackson,18882,70,3944,17,,
G2900970,1860,Missouri,290,Jasper,JASPER,Jasper,6533,15,335,0,,
G2900990,1860,Missouri,290,Jefferson,JEFFERSON,Jefferson,9763,17,564,0,,
G2901010,1860,Missouri,290,Johnson,JOHNSON,Johnson,12743,5,1896,0,,
G2901030,1860,Missouri,290,Knox,KNOX,Knox,8436,7,284,0,,
G2901050,1860,Missouri,290,Laclede,LACLEDE,Laclede,4875,2,305,0,,
G2901070,1860,Missouri,290,Lafayette,LAFAYETTE,Lafayette,13688,36,6374,0,,
G2901090,1860,Missouri,290,Lawrence,LAWRENCE,Lawrence,8559,3,284,0,,
G2901110,1860,Missouri,290,Lewis,LEWIS,Lewis,10983,24,1279,0,,
G2901130,1860,Missouri,290,Lincoln,LINCOLN,Lincoln,11347,23,2840,0,,
G2901150,1860,Missouri,290,Linn,LINN,Linn,8509,26,577,0,,
G2901170,1860,Missouri,290,Livingston,LIVINGSTON,Livingston,6812,0,605,0,,
G2901190,1860,Missouri,290,McDonald,MCDONALD,Mcdonald,3957,9,72,0,,
G2901210,1860,Missouri,290,Macon,MACON,Macon,13673,13,660,0,,
G2901230,1860,Missouri,290,Madison,MADISON,Madison,5179,18,467,0,,
G2901250,1860,Missouri,290,Maries,MARIES,Maries,4830,7,64,0,,
G2901270,1860,Missouri,290,Marion,MARION,Marion,15732,89,3017,0,,
G2901290,1860,Missouri,290,Mercer,MERCER,Mercer,9274,2,24,0,,
G2901310,1860,Missouri,290,Miller,MILLER,Miller,6572,2,238,0,,
G2901330,1860,Missouri,290,Mississippi,MISSISSIPPI,Mississippi,3849,0,1010,0,,
G2901350,1860,Missouri,290,Moniteau,MONITEAU,Moniteau,9375,4,745,0,,
G2901370,1860,Missouri,290,Monroe,MONROE,Monroe,11722,42,3021,0,,
G2901390,1860,Missouri,290,Montgomery,MONTGOMERY,Montgomery,8061,10,1647,0,,
G2901410,1860,Missouri,290,Morgan,MORGAN,Morgan,7545,8,649,0,,
G2901430,1860,Missouri,290,New Madrid,NEW MADRID,New Madrid,3863,14,1777,0,,
G2901450,1860,Missouri,290,Newton,NEWTON,Newton,8842,51,426,0,,
G2901470,1860,Missouri,290,Nodaway,NODAWAY,Nodaway,5123,2,127,0,,
G2901490,1860,Missouri,290,Oregon,OREGON,Oregon,2983,0,26,0,,
G2901510,1860,Missouri,290,Osage,OSAGE,Osage,7623,0,256,0,,
G2901530,1860,Missouri,290,Ozark,OZARK,Ozark,2361,43,43,0,,
G2901550,1860,Missouri,290,Pemiscot,PEMISCOT,Pemiscot,2682,12,268,0,,
G2901570,1860,Missouri,290,Perry,PERRY,Perry,8366,23,739,0,,
G2901590,1860,Missouri,290,Pettis,PETTIS,Pettis,7504,6,1882,0,,
G2901610,1860,Missouri,290,Phelps,PHELPS,Phelps,5628,2,84,0,,
G2901630,1860,Missouri,290,Pike,PIKE,Pike,14302,60,4055,0,,
G2901650,1860,Missouri,290,Platte,PLATTE,Platte,14981,56,3313,0,,
G2901670,1860,Missouri,290,Polk,POLK,Polk,9468,15,512,0,,
G2901690,1860,Missouri,290,Pulaski,PULASKI,Pulaski,3779,0,56,0,,
G2901710,1860,Missouri,290,Putnam,PUTNAM,Putnam,9176,0,31,0,,
G2901730,1860,Missouri,290,Ralls,RALLS,Ralls,6788,13,1791,0,,
G2901750,1860,Missouri,290,Randolph,RANDOLPH,Randolph,8777,11,2619,0,,
G2901770,1860,Missouri,290,Ray,RAY,Ray,12038,7,2047,0,,
G2901790,1860,Missouri,290,Reynolds,REYNOLDS,Reynolds,3135,0,38,0,,
G2901810,1860,Missouri,290,Ripley,RIPLEY,Ripley,3666,3,78,0,,
G2901830,1860,Missouri,290,St Charles,ST CHARLES,St Charles,14313,29,2181,0,,
G2901850,1860,Missouri,290,St Clair,ST CLAIR,St Clair,6229,9,574,0,,
G2901860,1860,Missouri,290,Ste Genevieve,STE GENEVIEVE,Ste Genevieve,7323,89,617,0,,
G2901870,1860,Missouri,290,St Francois,ST FRANCOIS,St Francois,6292,80,877,0,,
G2901890,1860,Missouri,290,St Louis,ST LOUIS,St Louis,184313,1865,4346,0,,
G2901950,1860,Missouri,290,Saline,SALINE,Saline,9800,23,4876,0,,
G2901970,1860,Missouri,290,Schuyler,SCHUYLER,Schuyler,6658,0,39,0,,
G2901990,1860,Missouri,290,Scotland,SCOTLAND,Scotland,8742,0,131,0,,
G2902010,1860,Missouri,290,Scott,SCOTT,Scott,4730,14,503,0,,
G2902030,1860,Missouri,290,Shannon,SHANNON,Shannon,2271,0,13,0,,
G2902050,1860,Missouri,290,Shelby,SHELBY,Shelby,6565,12,724,0,,
G2902070,1860,Missouri,290,Stoddard,STODDARD,Stoddard,7659,3,215,0,,
G2902090,1860,Missouri,290,Stone,STONE,Stone,2384,0,16,0,,
G2902110,1860,Missouri,290,Sullivan,SULLIVAN,Sullivan,9095,1,102,0,,
G2902130,1860,Missouri,290,Taney,TANEY,Taney,3489,5,82,0,,
G2902150,1860,Missouri,290,Texas,TEXAS,Texas,6009,2,56,0,,
G2902170,1860,Missouri,290,Vernon,VERNON,Vernon,4711,2,136,1,,
G2902190,1860,Missouri,290,Warren,WARREN,Warren,7798,7,1034,0,,
G2902210,1860,Missouri,290,Washington,WASHINGTON,Washington,8670,25,1028,0,,
G2902230,1860,Missouri,290,Wayne,WAYNE,Wayne,5361,7,261,0,,
G2902250,1860,Missouri,290,Webster,WEBSTER,Webster,6879,0,220,0,,
G2902290,1860,Missouri,290,Wright,WRIGHT,Wright,4441,0,66,1,,
G3150015,1860,Nebraska Territory,315,Buffalo,BUFFALO,Buffalo,114,0,0,0,,
G3150035,1860,Nebraska Territory,315,Burt,BURT,Burt,388,0,0,0,,
G3150055,1860,Nebraska Territory,315,Butler,BUTLER,Butler,27,0,0,0,,
G3150075,1860,Nebraska Territory,315,Calhoun,CALHOUN,Calhoun,41,0,0,0,,
G3150095,1860,Nebraska Territory,315,Cass,CASS,Cass,3369,0,0,0,,
G3150115,1860,Nebraska Territory,315,Cedar,CEDAR,Cedar,243,3,0,0,,
G3150135,1860,Nebraska Territory,315,Clay,CLAY,Clay,165,0,0,0,,
G3150155,1860,Nebraska Territory,315,Cuming,CUMING,Cuming,67,0,0,0,,
G3150175,1860,Nebraska Territory,315,Dakota,DAKOTA,Dakota,806,13,0,0,,
G3150195,1860,Nebraska Territory,315,Dawson,DAWSON,Dawson,16,0,0,0,,
G3150215,1860,Nebraska Territory,315,Dixon,DIXON,Dixon,247,0,0,0,,
G3150235,1860,Nebraska Territory,315,Dodge,DODGE,Dodge,309,0,0,0,,
G3150255,1860,Nebraska Territory,315,Douglas,DOUGLAS,Douglas,4305,21,0,2,,
G3150275,1860,Nebraska Territory,315,Gage,GAGE,Gage,421,0,0,0,,
G3150295,1860,Nebraska Territory,315,Greene,GREENE,Greene,16,0,0,0,,
G3150315,1860,Nebraska Territory,315,Hall,HALL,Hall,116,0,0,0,,
G3150335,1860,Nebraska Territory,315,Johnson/Johnston,JOHNSON/JOHNSTON,Johnson/Johnston,528,0,0,0,,
G3150355,1860,Nebraska Territory,315,Jones,JONES,Jones,122,0,0,0,,
G3150375,1860,Nebraska Territory,315,Kearney,KEARNEY,Kearney,465,4,5,0,,
G3150395,1860,Nebraska Territory,315,Lancaster,LANCASTER,Lancaster,153,0,0,0,,
G3150415,1860,Nebraska Territory,315,L'Eau Qui Court,L'EAU QUI COURT,L'Eau Qui,135,14,0,3,,
G3150455,1860,Nebraska Territory,315,Merrick,MERRICK,Merrick,107,0,0,2,,
G3150475,1860,Nebraska Territory,315,Nemaha,NEMAHA,Nemaha,3097,5,0,37,,
G3150495,1860,Nebraska Territory,315,Nuckolls,NUCKOLLS,Nuckolls,22,0,0,0,,
G3150515,1860,Nebraska Territory,315,Otoe,OTOE,Otoe,4194,4,10,3,,
G3150535,1860,Nebraska Territory,315,Pawnee,PAWNEE,Pawnee,882,0,0,0,,
G3150585,1860,Nebraska Territory,315,Platte-Madison [multi-county reporting area],PLATTE-MADISON [MULTI-COUNTY REPORTING AREA],Platte-Madison (multi-county reporting area),775,0,0,7,,
G3150595,1860,Nebraska Territory,315,Polk,POLK,Polk,19,0,0,0,,
G3150615,1860,Nebraska Territory,315,Richardson,RICHARDSON,Richardson,2834,1,0,0,,
G3150635,1860,Nebraska Territory,315,Saline,SALINE,Saline,39,0,0,0,,
G3150655,1860,Nebraska Territory,315,Sarpy,SARPY,Sarpy,1199,0,0,2,,
G3150675,1860,Nebraska Territory,315,Shorter,SHORTER,Shorter,114,0,0,3,,
G3150695,1860,Nebraska Territory,315,Unorganized Territory,UNORGANIZED TERRITORY,Unorganized Territory,2112,2,0,4,,
G3150715,1860,Nebraska Territory,315,Washington,WASHINGTON,Washington,1249,0,0,0,,
G3300010,1860,New Hampshire,330,Belknap,BELKNAP,Belknap,18510,39,0,0,,
G3300030,1860,New Hampshire,330,Carroll,CARROLL,Carroll,20465,0,0,0,,
G3300050,1860,New Hampshire,330,Cheshire,CHESHIRE,Cheshire,27399,35,0,0,,
G3300070,1860,New Hampshire,330,Coos,COOS,Coos,13154,7,0,0,,
G3300090,1860,New Hampshire,330,Grafton,GRAFTON,Grafton,42237,23,0,0,,
G3300110,1860,New Hampshire,330,Hillsborough,HILLSBOROUGH,Hillsborough,62033,107,0,0,,
G3300130,1860,New Hampshire,330,Merrimack,MERRIMACK,Merrimack,41286,122,0,0,,
G3300150,1860,New Hampshire,330,Rockingham,ROCKINGHAM,Rockingham,50025,97,0,0,,
G3300170,1860,New Hampshire,330,Strafford,STRAFFORD,Strafford,31462,31,0,0,,
G3300190,1860,New Hampshire,330,Sullivan,SULLIVAN,Sullivan,19008,33,0,0,,
G3400010,1860,New Jersey,340,Atlantic,ATLANTIC,Atlantic,11592,194,0,0,,
G3400030,1860,New Jersey,340,Bergen,BERGEN,Bergen,19955,1663,0,0,,
G3400050,1860,New Jersey,340,Burlington,BURLINGTON,Burlington,47506,2224,0,0,,
G3400070,1860,New Jersey,340,Camden,CAMDEN,Camden,31883,2574,0,0,,
G3400090,1860,New Jersey,340,Cape May,CAPE MAY,Cape May,6857,273,0,0,,
G3400110,1860,New Jersey,340,Cumberland,CUMBERLAND,Cumberland,21310,1295,0,0,,
G3400130,1860,New Jersey,340,Essex,ESSEX,Essex,97120,1757,0,0,,
G3400150,1860,New Jersey,340,Gloucester,GLOUCESTER,Gloucester,17737,707,0,0,,
G3400170,1860,New Jersey,340,Hudson,HUDSON,Hudson,62064,653,0,0,,
G3400190,1860,New Jersey,340,Hunterdon,HUNTERDON,Hunterdon,32854,796,4,0,,
G3400210,1860,New Jersey,340,Mercer,MERCER,Mercer,35194,2225,0,0,,
G3400230,1860,New Jersey,340,Middlesex,MIDDLESEX,Middlesex,33504,1307,1,0,,
G3400250,1860,New Jersey,340,Monmouth,MONMOUTH,Monmouth,36688,2658,0,0,,
G3400270,1860,New Jersey,340,Morris,MORRIS,Morris,33990,686,1,0,,
G3400290,1860,New Jersey,340,Ocean,OCEAN,Ocean,11052,124,0,0,,
G3400310,1860,New Jersey,340,Passaic,PASSAIC,Passaic,28454,557,2,0,,
G3400330,1860,New Jersey,340,Salem,SALEM,Salem,19996,2462,0,0,,
G3400350,1860,New Jersey,340,Somerset,SOMERSET,Somerset,20460,1588,9,0,,
G3400370,1860,New Jersey,340,Sussex,SUSSEX,Sussex,23522,324,0,0,,
G3400390,1860,New Jersey,340,Union,UNION,Union,26915,865,0,0,,
G3400410,1860,New Jersey,340,Warren,WARREN,Warren,28046,386,1,0,,
G3550015,1860,New Mexico Territory,355,Arizona,ARIZONA,Arizona,2421,21,0,4040,0,
G3550035,1860,New Mexico Territory,355,Bernalillo,BERNALILLO,Bernalillo,8574,9,0,186,0,
G3550115,1860,New Mexico Territory,355,Dona Ana,DONA ANA,Dona Ana,6239,0,0,0,0,
G3550255,1860,New Mexico Territory,355,Mora,MORA,Mora,5524,14,0,28,0,
G3550315,1860,New Mexico Territory,355,Rio Arriba,RIO ARRIBA,Rio Arriba,9329,0,0,520,0,
G3550395,1860,New Mexico Territory,355,San Miguel,SAN MIGUEL,San Miguel,13670,1,0,43,0,
G3550415,1860,New Mexico Territory,355,Santa Anna,SANTA ANNA,Santa Anna,1505,0,0,2067,0,
G3550435,1860,New Mexico Territory,355,Santa Fe,SANTA FE,Santa Fe,7995,27,0,55,37,
G3550475,1860,New Mexico Territory,355,Socorro,SOCORRO,Socorro,5706,6,0,75,0,
G3550495,1860,New Mexico Territory,355,Taos,TAOS,Taos,13479,7,0,617,0,
G3550555,1860,New Mexico Territory,355,Valencia,VALENCIA,Valencia,8482,0,0,2821,18,
G3600010,1860,New York,360,Albany,ALBANY,Albany,112978,938,0,1,,
G3600030,1860,New York,360,Allegany,ALLEGANY,Allegany,41617,264,0,0,,
G3600070,1860,New York,360,Broome,BROOME,Broome,35442,464,0,0,,
G3600090,1860,New York,360,Cattaraugus,CATTARAUGUS,Cattaraugus,43735,151,0,0,,
G3600110,1860,New York,360,Cayuga,CAYUGA,Cayuga,55316,451,0,0,,
G3600130,1860,New York,360,Chautauqua,CHAUTAUQUA,Chautauqua,58213,205,0,4,,
G3600150,1860,New York,360,Chemung,CHEMUNG,Chemung,26345,572,0,0,,
G3600170,1860,New York,360,Chenango,CHENANGO,Chenango,40671,263,0,0,,
G3600190,1860,New York,360,Clinton,CLINTON,Clinton,45607,128,0,0,,
G3600210,1860,New York,360,Columbia,COLUMBIA,Columbia,45792,1380,0,0,,
G3600230,1860,New York,360,Cortland,CORTLAND,Cortland,26278,16,0,0,,
G3600250,1860,New York,360,Delaware,DELAWARE,Delaware,42279,186,0,0,,
G3600270,1860,New York,360,Dutchess,DUTCHESS,Dutchess,62890,2051,0,0,,
G3600290,1860,New York,360,Erie,ERIE,Erie,141093,878,0,0,,
G3600310,1860,New York,360,Essex,ESSEX,Essex,28091,123,0,0,,
G3600330,1860,New York,360,Franklin,FRANKLIN,Franklin,30818,19,0,0,,
G3600350,1860,New York,360,Fulton,FULTON,Fulton,23977,185,0,0,,
G3600370,1860,New York,360,Genesee,GENESEE,Genesee,32105,84,0,0,,
G3600390,1860,New York,360,Greene,GREENE,Greene,31111,819,0,0,,
G3600410,1860,New York,360,Hamilton,HAMILTON,Hamilton,3019,3,0,2,,
G3600430,1860,New York,360,Herkimer,HERKIMER,Herkimer,40309,251,0,1,,
G3600450,1860,New York,360,Jefferson,JEFFERSON,Jefferson,69611,209,0,5,,
G3600470,1860,New York,360,Kings,KINGS,Kings,274123,4999,0,0,,
G3600490,1860,New York,360,Lewis,LEWIS,Lewis,28541,39,0,0,,
G3600510,1860,New York,360,Livingston,LIVINGSTON,Livingston,39362,184,0,0,,
G3600530,1860,New York,360,Madison,MADISON,Madison,43160,300,0,85,,
G3600550,1860,New York,360,Monroe,MONROE,Monroe,100081,567,0,0,,
G3600570,1860,New York,360,Montgomery,MONTGOMERY,Montgomery,30509,357,0,0,,
G3600610,1860,New York,360,New York,NEW YORK,New York,801088,12574,0,7,,
G3600630,1860,New York,360,Niagara,NIAGARA,Niagara,49882,517,0,0,,
G3600650,1860,New York,360,Oneida,ONEIDA,Oneida,104563,638,0,1,,
G3600670,1860,New York,360,Onondaga,ONONDAGA,Onondaga,90131,555,0,0,,
G3600690,1860,New York,360,Ontario,ONTARIO,Ontario,43924,639,0,0,,
G3600710,1860,New York,360,Orange,ORANGE,Orange,61700,2112,0,0,,
G3600730,1860,New York,360,Orleans,ORLEANS,Orleans,28586,131,0,0,,
G3600750,1860,New York,360,Oswego,OSWEGO,Oswego,75623,335,0,0,,
G3600770,1860,New York,360,Otsego,OTSEGO,Otsego,49950,207,0,0,,
G3600790,1860,New York,360,Putnam,PUTNAM,Putnam,13819,183,0,0,,
G3600810,1860,New York,360,Queens,QUEENS,Queens,54004,3387,0,0,,
G3600830,1860,New York,360,Rensselaer,RENSSELAER,Rensselaer,85267,1058,0,3,,
G3600850,1860,New York,360,Richmond,RICHMOND,Richmond,24833,659,0,0,,
G3600870,1860,New York,360,Rockland,ROCKLAND,Rockland,21943,549,0,0,,
G3600890,1860,New York,360,St Lawrence,ST LAWRENCE,St Lawrence,83628,59,0,2,,
G3600910,1860,New York,360,Saratoga,SARATOGA,Saratoga,51038,691,0,0,,
G3600930,1860,New York,360,Schenectady,SCHENECTADY,Schenectady,19758,241,0,3,,
G3600950,1860,New York,360,Schoharie,SCHOHARIE,Schoharie,33985,484,0,0,,
G3600970,1860,New York,360,Schuyler,SCHUYLER,Schuyler,18740,100,0,0,,
G3600990,1860,New York,360,Seneca,SENECA,Seneca,27925,213,0,0,,
G3601010,1860,New York,360,Steuben,STEUBEN,Steuben,66214,475,0,1,,
G3601030,1860,New York,360,Suffolk,SUFFOLK,Suffolk,41461,1798,0,16,,
G3601050,1860,New York,360,Sullivan,SULLIVAN,Sullivan,32291,94,0,0,,
G3601070,1860,New York,360,Tioga,TIOGA,Tioga,28499,248,0,1,,
G3601090,1860,New York,360,Tompkins,TOMPKINS,Tompkins,31112,297,0,0,,
G3601110,1860,New York,360,Ulster,ULSTER,Ulster,74772,1609,0,0,,
G3601130,1860,New York,360,Warren,WARREN,Warren,21376,58,0,0,,
G3601150,1860,New York,360,Washington,WASHINGTON,Washington,45643,259,0,2,,
G3601170,1860,New York,360,Wayne,WAYNE,Wayne,47489,270,0,3,,
G3601190,1860,New York,360,Westchester,WESTCHESTER,Westchester,97227,2270,0,0,,
G3601210,1860,New York,360,Wyoming,WYOMING,Wyoming,31913,52,0,3,,
G3601230,1860,New York,360,Yates,YATES,Yates,20133,157,0,0,,
G3700010,1860,North Carolina,370,Alamance,ALAMANCE,Alamance,7985,422,3445,0,,
G3700030,1860,North Carolina,370,Alexander,ALEXANDER,Alexander,5387,24,611,0,,
G3700050,1860,North Carolina,370,Alleghany,ALLEGHANY,Alleghany,3351,33,206,0,,
G3700070,1860,North Carolina,370,Anson,ANSON,Anson,6561,152,6951,0,,
G3700090,1860,North Carolina,370,Ashe,ASHE,Ashe,7423,142,391,0,,
G3700130,1860,North Carolina,370,Beaufort,BEAUFORT,Beaufort,8160,728,5878,0,,
G3700150,1860,North Carolina,370,Bertie,BERTIE,Bertie,5806,319,8185,0,,
G3700170,1860,North Carolina,370,Bladen,BLADEN,Bladen,6233,435,5327,0,,
G3700190,1860,North Carolina,370,Brunswick,BRUNSWICK,Brunswick,4515,260,3631,0,,
G3700210,1860,North Carolina,370,Buncombe,BUNCOMBE,Buncombe,10610,111,1933,0,,
G3700230,1860,North Carolina,370,Burke,BURKE,Burke,6645,221,2371,0,,
G3700250,1860,North Carolina,370,Cabarrus,CABARRUS,Cabarrus,7391,115,3040,0,,
G3700270,1860,North Carolina,370,Caldwell,CALDWELL,Caldwell,6295,114,1088,0,,
G3700290,1860,North Carolina,370,Camden,CAMDEN,Camden,2942,274,2127,0,,
G3700310,1860,North Carolina,370,Carteret,CARTERET,Carteret,6064,153,1969,0,,
G3700330,1860,North Carolina,370,Caswell,CASWELL,Caswell,6578,282,9355,0,,
G3700350,1860,North Carolina,370,Catawba,CATAWBA,Catawba,9033,32,1664,0,,
G3700370,1860,North Carolina,370,Chatham,CHATHAM,Chatham,12549,306,6246,0,,
G3700390,1860,North Carolina,370,Cherokee,CHEROKEE,Cherokee,8583,38,519,26,,
G3700410,1860,North Carolina,370,Chowan,CHOWAN,Chowan,2979,150,3713,0,,
G3700450,1860,North Carolina,370,Cleveland,CLEVELAND,Cleveland,10108,109,2131,0,,
G3700470,1860,North Carolina,370,Columbus,COLUMBUS,Columbus,5779,355,2463,0,,
G3700490,1860,North Carolina,370,Craven,CRAVEN,Craven,8747,1332,6189,0,,
G3700510,1860,North Carolina,370,Cumberland,CUMBERLAND,Cumberland,9554,985,5830,0,,
G3700530,1860,North Carolina,370,Currituck,CURRITUCK,Currituck,4669,223,2523,0,,
G3700570,1860,North Carolina,370,Davidson,DAVIDSON,Davidson,13376,149,3076,0,,
G3700590,1860,North Carolina,370,Davie,DAVIE,Davie,6001,101,2392,0,,
G3700610,1860,North Carolina,370,Duplin,DUPLIN,Duplin,8289,371,7124,0,,
G3700650,1860,North Carolina,370,Edgecombe,EDGECOMBE,Edgecombe,6879,389,10108,0,,
G3700670,1860,North Carolina,370,Forsyth,FORSYTH,Forsyth,10710,218,1764,0,,
G3700690,1860,North Carolina,370,Franklin,FRANKLIN,Franklin,6465,566,7076,0,,
G3700710,1860,North Carolina,370,Gaston,GASTON,Gaston,6997,111,2199,0,,
G3700730,1860,North Carolina,370,Gates,GATES,Gates,4181,361,3901,0,,
G3700770,1860,North Carolina,370,Granville,GRANVILLE,Granville,11187,1123,11086,0,,
G3700790,1860,North Carolina,370,Greene,GREENE,Greene,3824,154,3947,0,,
G3700810,1860,North Carolina,370,Guilford,GUILFORD,Guilford,15738,693,3625,0,,
G3700830,1860,North Carolina,370,Halifax,HALIFAX,Halifax,6641,2452,10349,0,,
G3700850,1860,North Carolina,370,Harnett,HARNETT,Harnett,5352,103,2584,0,,
G3700870,1860,North Carolina,370,Haywood,HAYWOOD,Haywood,5474,14,313,0,,
G3700890,1860,North Carolina,370,Henderson,HENDERSON,Henderson,8981,85,1382,0,,
G3700910,1860,North Carolina,370,Hertford,HERTFORD,Hertford,3947,1112,4445,0,,
G3700950,1860,North Carolina,370,Hyde,HYDE,Hyde,4682,257,2791,2,,
G3700970,1860,North Carolina,370,Iredell,IREDELL,Iredell,11141,29,4177,0,,
G3700990,1860,North Carolina,370,Jackson,JACKSON,Jackson,4179,6,268,1062,,
G3701010,1860,North Carolina,370,Johnston,JOHNSTON,Johnston,10545,195,4916,0,,
G3701030,1860,North Carolina,370,Jones,JONES,Jones,2204,113,3413,0,,
G3701070,1860,North Carolina,370,Lenoir,LENOIR,Lenoir,4902,178,5140,0,,
G3701090,1860,North Carolina,370,Lincoln,LINCOLN,Lincoln,5999,81,2115,0,,
G3701110,1860,North Carolina,370,McDowell,McDOWELL,Mcdowell,5542,273,1305,0,,
G3701130,1860,North Carolina,370,Macon,MACON,Macon,5315,115,519,55,,
G3701150,1860,North Carolina,370,Madison,MADISON,Madison,5678,17,213,0,,
G3701170,1860,North Carolina,370,Martin,MARTIN,Martin,5435,451,4309,0,,
G3701190,1860,North Carolina,370,Mecklenburg,MECKLENBURG,Mecklenburg,10534,293,6541,6,,
G3701230,1860,North Carolina,370,Montgomery,MONTGOMERY,Montgomery,5780,46,1823,0,,
G3701250,1860,North Carolina,370,Moore,MOORE,Moore,8725,184,2518,0,,
G3701270,1860,North Carolina,370,Nash,NASH,Nash,6320,687,4680,0,,
G3701290,1860,North Carolina,370,New Hanover,NEW HANOVER,New Hanover,10615,767,10331,2,,
G3701310,1860,North Carolina,370,Northampton,NORTHAMPTON,Northampton,5909,659,6804,0,,
